bangla,classes
উহানে সবচেয়ে বেশি মানুষ করোনাভাইরাসে আক্রান্ত হয়েছেন  এ কারণে বাংলাদেশিদের মধ্যে আতঙ্ক রয়েছে  তাঁদের অনেকেই চাইছেন সরকার যেন তাঁদের দেশে ফিরিয়ে আনে,fear
ঋণ নেওয়ার পর তা পরিশোধ না করে আত্মসাতের দায়ে ইলিয়াস ব্রাদার্সের  প্রা   লিমিটেডের ব্যবস্থাপনা পরিচালক শামসুল আলমের জামিনে জারি করা রুল খারিজ করেছেন হাইকোর্ট  শামসুল আলম বিএনপির কেন্দ্রীয় কার্যকরী কমিটির সদস্যও ,disgust
এ অদ্ভূত পরিবেশে হঠাৎ অরুণ আমার দিকে ফিরে আচমকা বলল –আচছা শহিদ  তুই কি আত্নায় বিশ্বাস করিস ,surprise
"এ একধরণের খেলা ভয়ের সঙ্গে  জয়
আদতে এই কী শ্রীহীন মধু
তবু ভয়…",fear
এ কথা শুনে সবার মাথায় আকাশ ভেঙে পড়লো কিন্তু তিথির ছোট বোন মিথি খুব খুশি হলো ,surprise
এ কি  তুই টাইলস আর টি শার্টের উপর শাড়ি পরেছিলি ,surprise
এ কি  লোকটা পাগল হল নাকি  — আরে  ও মশাই  বলি অমনধারা কচ্ছেন কেন   কেদারবাবু মনে মনে ভয়ানক চটলেও তিনি গুনেই চলেছেন   ত্রিশ  একত্রিশ  বত্রিশ  তেত্রিশ— ,anger
এ কি   ঘণ্টায়  বছরের ছেলের এমন অবস্থা কেমনে হল  ,surprise
এ কেমন আচারন    দিন দিন দেশে কি শুরু হলো   খাটাশ গুলার ব্যবহার কি রকম মেয়েটার ফোন থেকে তার স্বামীকে ফোন নাম্বার  নিয়ে ফোন দিলেই পারতো রাস্তায়  এভাবে টানা টানি করে মেয়ে জাতির মান সম্মান শেষ করে দিলো মান তো তিনজনের শেষ,disgust
এ কোথায় দাঁড়িয়ে আছি  ঝাপি ফেলা সার বেধে দাঁড়ানো দোকানগুলো এমন অদ্ভুত লাগছে কেন ,surprise
এ খনার বচন আমাদের সে ই পুরোনো পড়া  মাধ্যমিক শ্রেণিতে পড়েছিলাম   পল্লী  সাহিত্য  প্রবন্ধে  কী অসাধারণই না ছিলো সে ই প্রবন্ধটি  কতো আদরের কথা  বাঙলা মায়ের কোলের কথা সে ই প্রাঞ্জল প্রবন্ধে আমাদের চোখের সামনে মেলে ধরেছিলো অচেনা এক সুখপাখির মতো ,joy
